query,name,place_id,full_address,country,city,site,type,description,category,subtypes,rating,reviews,reviews_link,photo,range,email_1,email_2,email_3,instagram,website_title,website_description
"Boutique Hotels, Montpellier",NOCNOC Montpellier - Les 3 Grâces,ChIJG03nlSOvthIRp4YCBXximy8,"2 Rue de Verdun, 34000 Montpellier",France,Montpellier,http://www.nocnoc.fr/,Hotel,,hotels,Hotel,4.4,11,"https://search.google.com/local/reviews?placeid=ChIJG03nlSOvthIRp4YCBXximy8&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipP8ovN9i7oCRqocTnN9mY0ZcEocltGGWXd-p5Fk=w800-h500-k-no,,lyon@nocnoc.fr,montpellier@nocnoc.fr,reservation@nocnoc.fr,https://www.instagram.com/nocnocfrance,Location appartements pour courte durée | NOCNOC,"Spécialisé dans la location d'appartements pour courte durée NOCNOC est présent à Lyon, Marseille, Lille, Nantes, Montpellier, Toulouse. Nous proposons de grands appartements meublés situés en hyper-centre."
"Boutique Hotels, Montpellier",Novotel Montpellier,ChIJwU0zpOyvthIRgDyyEtCIP0M,"125 Bis Av. de Palavas, 34070 Montpellier",France,Montpellier,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel,Hotel,"Contemporary hotel offering a restaurant with a terrace, plus a bar, an outdoor pool & free Wi-Fi.",hotels,Hotel,3.9,1373,"https://search.google.com/local/reviews?placeid=ChIJwU0zpOyvthIRgDyyEtCIP0M&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh3.googleusercontent.com/gps-proxy/AMy85WJxsoRe_ydljApZBzPTtPcoD1j6GM8mSOL3WhNIzGl8ZBC87VVkQU4WYmSUy4Fm2g1OvZs5qBOyOd0-vmSp2p_A3ol6GYD8lQVC4NUP529PEdIdEIzIkVvlG7FOIWDx9IIDbpASj3qKp5ofyV_X6doyTJi5PYe9hW3KF7fxywbVLYuLsC-tTRsG=w800-h500-k-no,4 stars,nom@domaine.com,nombre@dominio.com,naam@domein.com,https://www.instagram.com/all,ALL - Accor Live Limitless,"ALL - Accor Live Limitless loyalty programme rewards you every day. Book a hotel, choose an experience, and see partners' offers."
"Boutique Hotels, Montpellier",Novotel Suites Montpellier,ChIJcfSD_XevthIR1eQHbONXXTs,"45 Av. du Pirée, 34000 Montpellier",France,Montpellier,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel,Hotel,"Unfussy quarters in a contemporary property with a bar & 24/7 dining, plus an outdoor pool & a gym.",hotels,Hotel,3.9,1000,"https://search.google.com/local/reviews?placeid=ChIJcfSD_XevthIR1eQHbONXXTs&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh3.googleusercontent.com/gps-proxy/AMy85WJjC3VW2880nV4lFx_jTeAsM97Zua8bSLMToMGiVNI5z7yiCec3-utZ9CWQHduMtnq5_6IBv_lRfdoGeatBpZ8iGk-L9nx4F1WH4QFIfxIaNEVtq0A-jRBIjAFDciGfRBOclxbU2cCHXKceFqZPX8Df4UbVhu7h31n852OnQCLwcUSk5dXqYsgv=w800-h500-k-no,4 stars,nom@domaine.com,nombre@dominio.com,naam@domein.com,https://www.instagram.com/all,ALL - Accor Live Limitless,"ALL - Accor Live Limitless loyalty programme rewards you every day. Book a hotel, choose an experience, and see partners' offers."
"Boutique Hotels, Montpellier",Old french Backpackers,ChIJr6iU06OvthIRidaE42o5lBE,"11 Rue du Pont de Lattes, 34000 Montpellier",France,Montpellier,,Inn,,Hostellerie,Inn,1.0,1,"https://search.google.com/local/reviews?placeid=ChIJr6iU06OvthIRidaE42o5lBE&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oN397uOqsJTZyxoax39e2Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=1.9811338&pitch=0&thumbfov=100,,,,,,,
"Boutique Hotels, Montpellier",Olivier Loft **** HH Centre ville Corum,ChIJKe_smPqvthIRu4L-sHrEj3U,"41 Rue du Plan de l'Olivier, 34000 Montpellier",France,Montpellier,https://www.olivier-loft.fr/,Hotel,,hotels,"Hotel, Holiday apartment",5.0,3,"https://search.google.com/local/reviews?placeid=ChIJKe_smPqvthIRu4L-sHrEj3U&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipNkUt6JWGO9GeOJgQQeMr5Evdl6V1QSMpoWay84=w800-h500-k-no,,,,,,Olivier Loft HH **** Centre ville Corum - MONTPELLIER - FRANCE,"L Olivier, loft de 55 m2 dans le centre historique vous plongera dans l atmosphère unique de cet ancien fumoir à charcuterie du moyen-age où la pierre..."
"Boutique Hotels, Montpellier",PILA & BED,ChIJsdHlcgmvthIRo8oMqiu4c6s,"4 Rue du Pila St Gély, 34000 Montpellier",France,Montpellier,http://pilaandbed.com/,Bed & breakfast,,Chambre d'hôtes,Bed & breakfast,5.0,9,"https://search.google.com/local/reviews?placeid=ChIJsdHlcgmvthIRo8oMqiu4c6s&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipO6bmGheKKZXDMj15MDskB7imSdQDtDTJPhu0NL=w800-h500-k-no,,,,,,,
"Boutique Hotels, Montpellier",PRIVILEGE Hôtel Eurociel Centre Comédie,ChIJI3yddKGvthIRMR1deNFPEcM,"1 Av. du Pont Juvénal, 34000 Montpellier",France,Montpellier,http://www.hoteleurociel.fr/,Hotel,Relaxed rooms & apartments with free Wi-Fi in a functional hotel offering a bar & a solarium.,hotels,Hotel,4.4,516,"https://search.google.com/local/reviews?placeid=ChIJI3yddKGvthIRMR1deNFPEcM&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipNdvpH94xLgUqAVjZcdMRs5-nXsy2my1pRFFFg9=w800-h500-k-no,3 stars,reception@hoteleurociel.fr,info@hoteleurociel.fr,,,,
"Boutique Hotels, Montpellier",Pullman La Pléiade Montpellier Centre,ChIJac7yK6CvthIR5yxfGsB47Uc,"1 Rue des Pertuisanes, 34000 Montpellier",France,Montpellier,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel,Hotel,"Contemporary lodging with Wi-Fi, plus a gym, a trendy restaurant/bar & a rooftop pool.",hotels,Hotel,4.5,1010,"https://search.google.com/local/reviews?placeid=ChIJac7yK6CvthIR5yxfGsB47Uc&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh3.googleusercontent.com/gps-proxy/AMy85WI5g-6QST1TY1A-rsZwF3igbkiI7bDkMMz_2rDvJbFHRo7SLlL4CsKgjPZvkKS9WZicXeCNpjEMxd8yLjzDg5KRzTEh3JP2bcvYAgsw70NmeZ3Zd22wTe_CginQ1cJ9n_TFGoDSfnq56Moa2RJqSgiTVqSEjKLAu04PWyTmlXO7Nm5vPu6o0FJxzA=w800-h500-k-no,4 stars,nom@domaine.com,nombre@dominio.com,naam@domein.com,https://www.instagram.com/all,ALL - Accor Live Limitless,"ALL - Accor Live Limitless loyalty programme rewards you every day. Book a hotel, choose an experience, and see partners' offers."
"Boutique Hotels, Montpellier",Quality Hotel Du Golf Montpellier Juvignac,ChIJ-Q3bxT6sthIRV-V1c5QuC-M,"38 Av. les Hameaux du Golf, 34990 Juvignac",France,Juvignac,https://hotelgolf-fontcaude.com/,Hotel,"Unfussy quarters in a laid-back property offering 2 golf courses, 2 dining options & a golf school.",hotels,"Hotel, Furnished apartment building, Golf course",3.4,581,"https://search.google.com/local/reviews?placeid=ChIJ-Q3bxT6sthIRV-V1c5QuC-M&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipNiGHIyDHii3V-F1b-qeG6nhWoQeFIfekZa4SE4=w800-h500-k-no,3 stars,golf@hotelgolf-fontcaude.com,info@hotelgolf-fontcaude.com,,,Accueil | Hôtel Golf Fontcaude,L'hôtel Golf Fontcaude propose 46 chambres au design contemporain à l'image du Golf et 40 suites-appartements au style provençal et élégant.
"Boutique Hotels, Montpellier",Quality Suites Victoria Garden,ChIJ1ZomrGupthIRGmHwrf_wACg,"246 Rue du Romarin, 34830 Clapiers",France,Clapiers,,Hotel,,hotels,Hotel,,,,https://lh3.googleusercontent.com/gps-proxy/AMy85WI_KymO-OMcLBxKTqt0jbTZOvS0eyuEiw1IcEDt78bH4asTWmiDEW2LLw7LWkwyo_KGkIEu8ZEX6CbfkDS3JcsfGUSFOuGmYymWAopwTWltM-qVtSkFCwtfXvriPRKmAI-GuGpVqBXyyM_YS9ZeS1aTipkdPVZ1dAXOFHJKVVttx184SWkWmoim4w=w800-h500-k-no,,,,,,,
"Boutique Hotels, Montpellier",Résidence coliving UXCO Kabane - Montpellier,ChIJQ3u65umvthIR11itwOoKvL8,"285 Chem. du Floréal, 34970 Montpellier",France,Montpellier,https://www.uxco-kabane.com/,Student housing center,,Centre d'hébergement pour étudiants,"Student housing center, Hotel",3.9,157,"https://search.google.com/local/reviews?placeid=ChIJQ3u65umvthIR11itwOoKvL8&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipNJIOUPOJ1wpv8GDY-2JtqE0pof6ac2yG1ULTX7=w800-h500-k-no,,kabane@uxco.com,information@uxcogroup.com,dpo@suitetudes.com,,ACCUEIL | Kabane,
"Boutique Hotels, Montpellier",Résidence La Pinède,ChIJnTXbxE2pthIREwmoZSDmzvc,"Rue Hélène de Savoie, 34980 Saint-Clément-de-Rivière",France,Saint-Clément-de-Rivière,,Lodging,,Hébergement,Lodging,,,,,,,,,,,
"Boutique Hotels, Montpellier",Royal Hôtel,ChIJC9VAuaavthIRPK2A6jc4EdU,"8 Rue de Maguelone, 34000 Montpellier",France,Montpellier,https://www.royalhotelmontpellier.com/,Hotel,"Relaxed lodging offering straightforward rooms with complimentary Wi-Fi, plus a meeting room.",hotels,Hotel,4.3,421,"https://search.google.com/local/reviews?placeid=ChIJC9VAuaavthIRPK2A6jc4EdU&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipOzAaHAEG4DaFctA8fTqvICS8I-62ObLpGz7-e9=w800-h500-k-no,3 stars,resa@royalhotelmontpellier.com,,,https://www.instagram.com/royal.hotel_montpellier,"Royal Hôtel à Montpellier, hôtel 3 étoiles deux pas de la gare","Pour une halte business, un week-end en amoureux ou un séjour découverte, le Royal Hôtel vous permet de rayonner facilement dans Montpellier et ses alentours."
"Boutique Hotels, Montpellier",Student Residence Suitetudes Citadelle - Montpellier,ChIJs6TM-oSvthIReUAR89rExAE,"357 Av. du Professeur Etienne Antonelli, 34070 Montpellier",France,Montpellier,https://www.uxco.com/fr/logement-etudiant/montpellier/11/citadelle/,Student housing center,,Centre d'hébergement pour étudiants,Student housing center,4.0,38,"https://search.google.com/local/reviews?placeid=ChIJs6TM-oSvthIReUAR89rExAE&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipNyh5H-71wiApa_TGavRlXGILK1ae8qwJwJ5KTG=w800-h500-k-no,,clermont@uxco.com,nevers@uxco.com,beziers@uxco.com,https://www.instagram.com/uxco_residences,UXCO | ex Suitétudes : Découvrez nos Résidences Etudiantes en France,"UXCO | Location d'appartements étudiants en résidences de services partout en France : Lyon, Paris, Montpellier, Marseille, Bordeaux… Des logements meublés et équipés de type studio, T1, T2 et des appartements conçus pour la colocation."
"Boutique Hotels, Montpellier",Student Residence Suitetudes Tropicampus - Montpellier,ChIJrV-7q6WuthIR5Gmz_n-YTrE,"1101 Av. Agropolis, 34090 Montpellier",France,Montpellier,https://www.uxco.com/fr/logement-etudiant/montpellier/1/tropicampus/,Student housing center,,Centre d'hébergement pour étudiants,Student housing center,3.6,50,"https://search.google.com/local/reviews?placeid=ChIJrV-7q6WuthIR5Gmz_n-YTrE&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipOUxxQjlGJZXKsUQTwskoW3BtxXSf_f_GVwMNin=w800-h500-k-no,,clermont@uxco.com,nevers@uxco.com,beziers@uxco.com,https://www.instagram.com/uxco_residences,UXCO | ex Suitétudes : Découvrez nos Résidences Etudiantes en France,"UXCO | Location d'appartements étudiants en résidences de services partout en France : Lyon, Paris, Montpellier, Marseille, Bordeaux… Des logements meublés et équipés de type studio, T1, T2 et des appartements conçus pour la colocation."
"Boutique Hotels, Montpellier",Suite & Spa La Perla Bianca,ChIJWR1g9wusthIRcmd4oQ9NM-k,"27 Rte de Montpellier, 34790 Grabels",France,Grabels,https://la-perla-bianca.com/,Bed & breakfast,,Chambre d'hôtes,Bed & breakfast,4.1,34,"https://search.google.com/local/reviews?placeid=ChIJWR1g9wusthIRcmd4oQ9NM-k&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipOIEMWyVvFI8t4_VAYFJbTgzfoH-0SPkbuKgzGe=w800-h500-k-no,,contact@la-perla-bianca.com,,,,Home - La perla Bianca - Suite & Spa,"La perla bianca c'est des suites de charme avec jacuzzi privatif, située aux portes de Montpellier. L’atmosphère est à la détente et à la relaxation."
"Boutique Hotels, Montpellier",Suite indépendante avec 1 chambre et 1 bureau,ChIJ__-7Y6yvthIR5y_oUnvgkjI,"Languedoc-Roussillon FR, 17 Rue Desmazes, 34000 Montpellier",France,Montpellier,,Bed & breakfast,,Chambre d'hôtes,Bed & breakfast,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uyevL1caqDmdoZkwNb6xFw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=198.33055&pitch=0&thumbfov=100,,,,,,,
"Boutique Hotels, Montpellier",Suite romantique Vénusa avec jacuzzi privatif,ChIJw6yIcTKnthIREx4CVY9nrWU,"3 Rue de l'Aiguillerie, 34000 Montpellier",France,Montpellier,https://www.venusa-suite.fr/,Bed & breakfast,,Chambre d'hôtes,"Bed & breakfast, Guest house, Holiday home, Hotel",4.9,62,"https://search.google.com/local/reviews?placeid=ChIJw6yIcTKnthIREx4CVY9nrWU&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipMQxlMZiJDsGePEx8cyKi8v1FkaCL0H8wGhzKVn=w800-h500-k-no,,venusa.contact@gmail.com,,,https://www.instagram.com/venusa.suite,Suite romantique Vénusa - jacuzzi Privatif - Hypercentre Montpellier,Découvrez la suite Vénusa avec jacuzzi privatif sous un ciel étoilé et sa balançoire d'intérieure. Réservez dès maintenant votre séjour romantique à Montpellier.
"Boutique Hotels, Montpellier",Suites Gaya Confort - Centre Ville,ChIJ-Q7sDbehthIRtxmIifZ0S1Q,"19 Rue Ernest Michel, 34000 Montpellier",France,Montpellier,http://www.suites-gaya.com/,Lodging,,Hébergement,Lodging,2.0,12,"https://search.google.com/local/reviews?placeid=ChIJ-Q7sDbehthIRtxmIifZ0S1Q&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh3.googleusercontent.com/gps-proxy/AMy85WKA8igozP4s8f1o_OCQQ3OD7MfrC-Zce19hFUGb9b7i4G9UClJlLqF1loVzDuGuqz08P0ehaAaSrj1pBi-SeixdgXjSczyT2w2_K6exE6UEeL1kq_2WB00jfrEJN3EbOyWMZz9kuo8VOWlhJjAjG97nzBqywtHDFyf8UIc_TR_WcEvgkUAIizH8Mw=w800-h500-k-no,,contact@suites-gaya.com,,,,Suites GayaHome - Suites Gaya | Suites Gaya Montpellier Appartement tout confort à Montpellier,
"Boutique Hotels, Montpellier",T2 rue des pins,ChIJrbnhhcKvthIRrIX4ruJO3KU,"3 ter Rue des Pins, 34000 Montpellier",France,Montpellier,http://www.maisondartiste.fr/,Lodge,,Lodge,Lodge,4.0,1,"https://search.google.com/local/reviews?placeid=ChIJrbnhhcKvthIRrIX4ruJO3KU&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipOG6FPoWUmep0J5zn56_6hzpnn1qC17-EcsrEbc=w800-h500-k-no,,laurence.amblard@outlook.fr,,,,maison d'hôtes et artistes - Maison d'artiste,"Laurence Amblard, est une artiste céramiste. Elle crée chez elle et propose 3 chambres d'hôtes à l'étage de sa maison,elle y expose aussi d'autres artistes"
"Boutique Hotels, Montpellier",Une parenthèse sous les Pins à Montpellier,ChIJDRaPdDivthIRWpWBQy4pYkg,"Languedoc-Roussillon FR, 364 Rue de la Combe Caude, 34090 Montpellier",France,Montpellier,,Bed & breakfast,,Chambre d'hôtes,Bed & breakfast,5.0,3,"https://search.google.com/local/reviews?placeid=ChIJDRaPdDivthIRWpWBQy4pYkg&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipNaIcRB5ScWWO0slhvRX6v8NNvAhZvgDXjOXPXq=w800-h500-k-no,,,,,,,
"Boutique Hotels, Montpellier",Villa Bellagio Parc Euromédecine (by Popinns),ChIJlbb2x7euthIRguM69ixDOZ4,"1149 Rue de la Croix Verte, 34090 Montpellier",France,Montpellier,https://vbmontpellier.popinns.com/?utm_source=GMB+FICHE+,Hotel,"Simple rooms & suites in a straightforward venue offering breakfast, parking & free Wi-Fi.",hotels,Hotel,2.7,266,"https://search.google.com/local/reviews?placeid=ChIJlbb2x7euthIRguM69ixDOZ4&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipOBEI6Z5g-_8GhAXhtrdY7IqAF2kEt4CVfXcjXN=w800-h500-k-no,3 stars,service.reservations@popinns.com,support@popinns.com,chateau.accueil@popinns.com,https://www.instagram.com/popinns,Villa Bellagio Montpellier -  Montpellier | Popinns,Découvrez notre résidence à 20 minutes du centre historique de Montpellier. Résidence calme implantée dans le quartier des facultés et hôpitaux
"Boutique Hotels, Montpellier",Villa Castelnau Montpellier,ChIJ83qIZUuvthIRMp67KPWn3qI,"130 All. des Grives, 34170 Castelnau-le-Lez",France,Castelnau-le-Lez,http://www.villa-castelnau.com/,Bed & breakfast,,Chambre d'hôtes,"Bed & breakfast, Self-catering accommodation",4.7,26,"https://search.google.com/local/reviews?placeid=ChIJ83qIZUuvthIRMp67KPWn3qI&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipPnBhpVvINGFDAQ_lW-3KXDQ2ppyl0-dPDxEVwd=w800-h500-k-no,,bertrand.helle@free.fr,nom@mail.com,,,Villa Castelnau - Accueil,"Splendide Villa d'architecte 200 m² tout confort pouvant accueillir 8 personnes, isolée et pleinement entourée, en toute intimité, vous disposerez d’un havre de paix aux portes de Montpellier et des plages."
"Boutique Hotels, Montpellier",Villa Catouna,ChIJ_8XDtKGvthIRPjpmKOOi8yA,"30 Rue Cité Benoît, 34000 Montpellier",France,Montpellier,http://villacatouna.fr/,Bed & breakfast,,Chambre d'hôtes,"Bed & breakfast, Gay bar",4.6,13,"https://search.google.com/local/reviews?placeid=ChIJ_8XDtKGvthIRPjpmKOOi8yA&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipMsMdY0q10YS51NJIIoL6m37o4sWTDQq6izr5bY=w800-h500-k-no,,jean.dupont@gmail.com,,,,Villa Catouna – Guest House Gay  Montpellier,Guesthouse Gay dans le centre ville de Montpellier. Nos chambres d'hotes sont à 5 minutes à pieds des bars et établissements gay de Montpellier.
"Boutique Hotels, Montpellier",Villa Cemaste,ChIJUf4b4KKvthIRsWd4w4ORqwY,"39 Bd Rabelais, 34000 Montpellier",France,Montpellier,https://www.hotelfrcheck.com/villa-cemaste/,Bed & breakfast,,Chambre d'hôtes,Bed & breakfast,4.0,29,"https://search.google.com/local/reviews?placeid=ChIJUf4b4KKvthIRsWd4w4ORqwY&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh3.googleusercontent.com/gps-proxy/AMy85WIiqEiFqAyPSDd8fzrFvk9-LNFAkQtnYBEp9CY8QSCtd_n7xOCNGg8Wb6NgVxFwNkIJXNq5FG0vhheUhRDRIE0QYao27OjywKN-MpTz4213_VwZfFXhcRrDp0HWnJDxKmtEiZQ399TTO5_kQKFqZWTJW0TfUB_qWbRnAm0rnEAfzKLgngzBkf56=w800-h500-k-no,,,,,,Hotel FR Check: Les meilleurs hôtels au meilleur prix,Hotel FR Check. Reserva tu hotel al mejor precio.
"Boutique Hotels, Montpellier",VILLA HOLIDAYS**** MONTPELLIER,ChIJt40ncrupthIRKNCB27IgPbo,"633 ancienne, Rte de Ganges, 34790 Grabels",France,Grabels,http://www.holidays-montpellier.com/,Indoor lodging,,Hébergement d'intérieur,Indoor lodging,4.8,16,"https://search.google.com/local/reviews?placeid=ChIJt40ncrupthIRKNCB27IgPbo&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipMIvC8xHFtH5JH1To368jMf-_wZcxRbB52MPX9W=w800-h500-k-no,,karine@holidays-montpellier.com,,,https://www.instagram.com/lifeinmontpellier,Villa contemporaine avec piscine privative sur Montpellier | Villa Holidays****,
"Boutique Hotels, Montpellier",Villa Juliette,ChIJAQDsLL2vthIRii4I2sQlyjQ,"Languedoc-Roussillon FR, 1 Rue des Asphodèles, 34000 Montpellier",France,Montpellier,,Bed & breakfast,,Chambre d'hôtes,Bed & breakfast,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dCX8QkOKQ92-AEjI-8-WXQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=62.094967&pitch=0&thumbfov=100,,,,,,,
"Boutique Hotels, Montpellier",Villa proche centre ville 10 minutes et plages,ChIJqyPGsDWuthIR8qaf0wiwgUQ,"Languedoc-Roussillon FR, 76 Rue Charles Vanel, 34070 Montpellier",France,Montpellier,https://jirkastraveltips.com/villa-croix-dargent-france,Bed & breakfast,,Chambre d'hôtes,Bed & breakfast,4.8,4,"https://search.google.com/local/reviews?placeid=ChIJqyPGsDWuthIR8qaf0wiwgUQ&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh3.googleusercontent.com/gps-proxy/AMy85WKE8fqCKCO91ymRiYThSkpXFTNqSi2pD4ACJKc4DHAnCARaPqORaczRj01i_98RD2sNm3HJjU4XRGZubCWdH_QC8KDk5KRI5w-AiyeCapVzImDxc1V4wAo6fvuBYn2GGpreLZ-QEFgUMBYrCDLpeWkD3gJmIiHg58rGqc8dcQZ1msNwhfDJYg=w800-h500-k-no,,,,,,404 - Not Found,
"Boutique Hotels, Montpellier",VILLA STELLA,ChIJq-ewVKuvthIRIf0HoNVl9e8,"2 Rue Anterrieu, 34070 Montpellier",France,Montpellier,https://alexanderrecommends.com/villa-stella-montpellier-france,Bed & breakfast,,Chambre d'hôtes,"Bed & breakfast, Guest house",4.7,3,"https://search.google.com/local/reviews?placeid=ChIJq-ewVKuvthIRIf0HoNVl9e8&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AZeBjZJ-mhPgvYvzGoC-8w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=279.06427&pitch=0&thumbfov=100,,,,,,404 - Not Found,
"Boutique Hotels, Montpellier",Zenitude Relais & Spa - La Valadière,ChIJt6G4QeCtthIRA86fEBeYpRI,"1292 All. des Thermes, 34990 Juvignac",France,Juvignac,https://juvignac.zenitude-relais-spa.com/fr/,Hotel,,hotels,"Hotel, Bar, Gym, Indoor swimming pool, Massage spa, Outdoor swimming pool, Restaurant, Seminary, Spa, Wellness hotel",4.1,869,"https://search.google.com/local/reviews?placeid=ChIJt6G4QeCtthIRA86fEBeYpRI&q=Boutique+Hotels,+Montpellier&authuser=0&hl=en&gl=FR",https://lh5.googleusercontent.com/p/AF1QipNP-OlmzNEbHLC6erPpqTWRmH2U3xbm-1e5UfS5=w800-h500-k-no,,jlv0101@zenitude-groupe.com,,,https://www.instagram.com/spa.sourcevaladiere,Zenitude Relais & Spa - La Valadière ****,"Welcome you to the Zenitude Relais & Spa hotel near Montpellier, in a lush green setting, for a stay in comfortable rooms, a spa and a restaurant."
"Boutique Hotels, Nice",ABA Luxury BnB,ChIJay8BWqHazRIRh8eQFgF1EZc,"13 Pl. Massena, 06000 Nice",France,Nice,http://abacotedazur.com/,Bed & breakfast,,Chambre d'hôtes,"Bed & breakfast, Holiday apartment",4.3,42,"https://search.google.com/local/reviews?placeid=ChIJay8BWqHazRIRh8eQFgF1EZc&q=Boutique+Hotels,+Nice&authuser=0&hl=en&gl=FR",https://lh3.googleusercontent.com/gps-proxy/AMy85WIWtku1Pwkq_4XBV_sRTYd4CLlI9JfrEIxCbJsS63GfIpuLIvgqXSDueRk8wiD2J4XardtbbKNge-wY3hMlUk2p0m0FZhV-tGK3eD5Y_WPOrC4j_AyBSl9PN3UtVJLLo5FlbJRyW1sRFvpK67ruuenKpkVom8VEs-smmVDCh0tds5lgHZn_hho=w800-h500-k-no,,abacotedazur@gmail.com,,,,Home | ABA Luxury B&B Côte d'Azur,Welcome at the ABA Luxury B&amp;B ! Discover the luxury rooms and suites in the heart of the city of Nice. The building is recognised as a cultural heritage of Nice.
"Boutique Hotels, Nice",ABA Luxury BnB,ChIJay8BWqHazRIRh8eQFgF1EZc,"13 Pl. Massena, 06000 Nice",France,Nice,http://abacotedazur.com/,Bed & breakfast,,Chambre d'hôtes,"Bed & breakfast, Holiday apartment",4.3,42,"https://search.google.com/local/reviews?placeid=ChIJay8BWqHazRIRh8eQFgF1EZc&q=Boutique+Hotels,+Nice&authuser=0&hl=en&gl=FR",https://lh3.googleusercontent.com/gps-proxy/AMy85WIWtku1Pwkq_4XBV_sRTYd4CLlI9JfrEIxCbJsS63GfIpuLIvgqXSDueRk8wiD2J4XardtbbKNge-wY3hMlUk2p0m0FZhV-tGK3eD5Y_WPOrC4j_AyBSl9PN3UtVJLLo5FlbJRyW1sRFvpK67ruuenKpkVom8VEs-smmVDCh0tds5lgHZn_hho=w800-h500-k-no,,abacotedazur@gmail.com,,,,Home | ABA Luxury B&B Côte d'Azur,Welcome at the ABA Luxury B&amp;B ! Discover the luxury rooms and suites in the heart of the city of Nice. The building is recognised as a cultural heritage of Nice.
