query,name,site,subtypes,category,phone,full_address,city,rating,reviews_link,photos_count,photo,about,description,place_id,email_1,email_1_full_name,email_1_title,email_2,email_2_full_name,email_2_title,email_3,email_3_full_name,email_3_title,phone_1,phone_2,phone_3,facebook,instagram,linkedin,twitter,website_title,website_description,website_keywords
"Mountain lodges with event space, 94019, California, USA",Beach House Hotel,http://www.beach-house.com/half-moon-bay/,Hotel,hotels,+1 650-712-0220,"4100 Cabrillo Hwy N, Half Moon Bay, CA 94019",Half Moon Bay,4.6,"https://search.google.com/local/reviews?placeid=ChIJpbynG7xzj4ARBpbskhmexh0&q=Mountain+lodges+with+event+space,+94019,+California,+USA&authuser=0&hl=en&gl=US",1673.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WJpkRbzYKkaSoAM-BVk2NPIVsA97bHbnb09SfjVtuEgM2qBapsX0M2d7JFFYnxWO1_cWwRCGPSkkccAY4IXGcph8bEQMwgEpXKFe3j8xN1AakiehJaXBWUF__wtHm3wRDi5ax5di9gDp4wvGhjWske7qbLEc5DgRsdGX5nMWq75IX4_SOzFebeA=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Spa"": true, ""Free parking"": true, ""Free breakfast"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""12:00 PM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}","Breezy, all-suite, beachfront hotel offering free breakfast, Wi-Fi & parking, plus an outdoor pool.",ChIJpbynG7xzj4ARBpbskhmexh0,dd@beach-house.com,Dana Dahl,General Manager,vk@beach-house.com,Valerie Kenway,Sales Manager,jr@beach-house.com,Jessica Dubois,Conference Sales Manager,+1 310-374-3001,16507120020,18003159366,https://www.facebook.com/beachhousehmb/,https://www.instagram.com/beachhousehalfmoonbay,http://www.linkedin.com/company/8072834,,Coastal California Hotels | Beach House Hotels | Half Moon Bay And Hermosa Beach Hotels,"Walk the beach like you own it at Beach House Hotels, the premier lodging choice for guests visiting the Bay Area and Coastal Southern California.",
"Outdoor wedding venues with lodge, 94558, California, USA",Poetry Inn Napa Valley,http://poetryinn.com/,Hotel,hotels,+1 707-944-0646,"6380 Silverado Trail, Napa, CA 94558",Napa,4.9,"https://search.google.com/local/reviews?placeid=ChIJuwx6Ppb_hIAR0U_-KzxXzcQ&q=Outdoor+wedding+venues+with+lodge,+94558,+California,+USA&authuser=0&hl=en&gl=US",144.0,https://lh5.googleusercontent.com/p/AF1QipNCwqPW4wqYo7wQmnUui_bb9WowvIWYzsUNN95e=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Spa"": true, ""Air-conditioned"": true, ""Star rating"": ""5 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM""}}",Elegant quarters with balconies in a sophisticated luxury hotel offering an outdoor pool.,ChIJuwx6Ppb_hIAR0U_-KzxXzcQ,visitus@poetryinn.com,,,c.lede@poetryinn.com,Clifford Lede,,sviklund@jarviscommunications.com,,,,,,,,,,Luxury Napa Valley Hotel - Poetry Inn Napa Valley,"Poetry Inn Napa Valley is a luxury boutique hotel near Yountville offering unparalleled privacy, serenity, and the best views in Napa Valley.",
"Cabin rentals with bunk beds, 95033, California, USA",Constellation Creek,http://www.constellationcreek.com/,Hotel,hotels,+1 323-767-4897,"622 Old Truckee Rd, Sierraville, CA 96126",Sierraville,5.0,"https://search.google.com/local/reviews?placeid=ChIJCWraoCL3m4ARxQH_q44lj20&q=Cabin+rentals+with+bunk+beds,+95033,+California,+USA&authuser=0&hl=en&gl=US",85.0,https://lh5.googleusercontent.com/p/AF1QipN0XAafAYDwl24sVy_e6eh5hmmT53aUaYS0HPBR=w800-h500-k-no,"{""Other"": {""Free Wi-Fi"": true, ""Wi-Fi"": true, ""Parking"": true, ""Star rating"": null}, ""Amenities"": {""Free Wi-Fi"": true}}",,ChIJCWraoCL3m4ARxQH_q44lj20,hello@constellationcreek.com,,,,,,,,,,,,https://www.facebook.com/canyonranchsierraville/,http://instagram.com/constellationcreek,,,Constellation Creek,,
"Summer camp for rent , 95476, California, USA",Fairmont Sonoma Mission Inn & Spa,https://www.fairmont.com/sonoma/?goto=fiche_hotel,"Hotel, Restaurant",hotels,+1 707-938-9000,"100 Boyes Blvd, Sonoma, CA 95476",Sonoma,4.5,"https://search.google.com/local/reviews?placeid=ChIJfayGP1CshYARn_G8bmSC2BQ&q=Summer+camp+for+rent+,+95476,+California,+USA&authuser=0&hl=en&gl=US",3183.0,https://lh5.googleusercontent.com/p/AF1QipPZGkbD6h3JOnr8hlucW42SHeqsp8Aobk8zoMuh=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Spa"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Star rating"": ""5 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Mission-style retreat offering a spa with mineral baths from a hot spring, plus fine dining.",ChIJfayGP1CshYARn_G8bmSC2BQ,olympic@fairmont.com,"Mc Spadden, Robert",Purchasing Agent,savoy@fairmont.com,Sonja Laing,Manager - Human Resources,kristi.abuissa@fairmont.com,kristi abuissa,Chief Technology Officer,,18002577544,+1 800-257-7544,https://www.facebook.com/FairmontRiyadh/,http://instagram.com/fairmontatx,http://www.linkedin.com/company/2607621,http://twitter.com/fairmonthotels,Fairmont Hotel Vancouver - Luxury Hotel in Vancouver (Canada),"Experience an unforgettable stay at 4-star Fairmont Hotel Vancouver in the heart of downtown, with elegant rooms, an indoor pool and exceptional dining.",
"Mountain lodges with event space, 94022, California, USA","Shashi Hotel Mountain View, an Urban Resort",https://www.shashihotel.com/,"Hotel, Bar, Restaurant",hotels,+1 650-420-2600,"1625 N Shoreline Blvd, Mountain View, CA 94043",Mountain View,4.6,"https://search.google.com/local/reviews?placeid=ChIJ81X7bC63j4ARNJTuqMFBq-4&q=Mountain+lodges+with+event+space,+94022,+California,+USA&authuser=0&hl=en&gl=US",623.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WJ6iRtGOwJXSf7hbDIbcllv3HBFi373SXsfzRNxyqeTQzHkC7zHBhtSRXYXwMSTCe7Tg7jR2CNKc84AvLpGVRl39h4-Y-4RF5kB7STc9T5eJCQssvgZwx9OtbxRCaZcEmk2Q0Yf6IPvm7qlZJRTwVQIihjrzuzOe_JvGB-mYiQ3iMtYVCzvmycP=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""5 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Sophisticated hotel offering an outdoor pool & a 24/7 gym, plus a restaurant & a bar.",ChIJ81X7bC63j4ARNJTuqMFBq-4,info@shashihotel.com,,,u003eguestservices@shashihotel.com,,,guestservices@shashihotel.com,,,6509036094,6508613402,6504202600,https://www.facebook.com/theshashihotel\,https://www.instagram.com/shashi_hotel,,,"Shashi Hotel - Innovative Hotel in Mountain View, CA","If you're here to connect with Silicon Valley or disconnect from the world, our state-of-the-art technology and sleek décor create the perfect retreat.",
"Mountain lodges with event space, 94970, California, USA",Surf Lodge,http://surflodgestinsonbeach.com/,Hotel,hotels,,"3416 Shoreline Hwy #1, Stinson Beach, CA 94970",Stinson Beach,4.9,https://search.google.com/local/reviews?placeid=ChIJlyuk3c-ThYARVRoiqppBrQM&q=*&authuser=0&hl=en&gl=US,52.0,https://lh5.googleusercontent.com/p/AF1QipOOyapf2v9SL2Ad2M8EPvlmzIk5H6ELjT01p3iV=w800-h500-k-no,"{""Other"": {""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}}",,ChIJlyuk3c-ThYARVRoiqppBrQM,info@surflodgestinsonbeach.com,,,,,,,,,,,,,,,,** surflodgestinsonbeach.com **,,
"Mountain lodges with event space, 94022, California, USA",Enchanté Boutique Hotel,http://www.enchantehotel.com/,"Hotel, Inn",hotels,+1 650-946-2000,"1 Main St, Los Altos, CA 94022",Los Altos,4.6,"https://search.google.com/local/reviews?placeid=ChIJ4bHF8u6wj4ARpEGgHOPJ2Ag&q=Mountain+lodges+with+event+space,+94022,+California,+USA&authuser=0&hl=en&gl=US",357.0,https://lh5.googleusercontent.com/p/AF1QipNzTwqqPEqhMLedZOmo2hFEh3qi18mZl5lrBQah=w800-h500-k-no,"{""Other"": {""Free parking"": true, ""Free breakfast"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""4 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}","Upmarket hotel featuring a library & a bistro, as well as complimentary breakfast & Wi-Fi.",ChIJ4bHF8u6wj4ARpEGgHOPJ2Ag,concierge@enchantehotel.com,,,accessibility@enchantehotel.com,,,,,,+1 650-946-2000,6509462000,16509462000,https://www.facebook.com/EnchanteHotel,https://www.instagram.com/enchante_hotel,,https://twitter.com/Enchante_Hotel,Downtown Los Altos Hotel Rooms | Silicon Valley | Enchanté Hotel,"Enchanté Boutique Hotel is an award-winning French chateau-inspired
boutique hotel located in Silicon Valley, in Downtown Los Altos.",
"Outdoor wedding venues with lodge, 94022, California, USA",Park James,https://www.parkjames.com/?utm_source=google,Hotel,hotels,+1 650-304-3880,"1400 El Camino Real, Menlo Park, CA 94025",Menlo Park,4.5,"https://search.google.com/local/reviews?placeid=ChIJHaYIQSWjj4ARp8advuAcYoo&q=Outdoor+wedding+venues+with+lodge,+94022,+California,+USA&authuser=0&hl=en&gl=US",257.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WJS9ier8egUC9tlb6Pg3vxPDA3UDrXuIRhy62S_g0j0VQAvX_TQ3Lg8Q1v0GNurDL14K15VPIWyWluv2IasxkeYRBveQEGTGMuiQxFXT0UOEDfU5gqhMYscJQPqG5rwylTheHYstKv09opsRjTQZdW7pXhH9KAHv0cLH1kBeHZbj4-VmuhHn7M=w800-h500-k-no,"{""Other"": {""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Breakfast"": true, ""Wi-Fi"": true, ""Star rating"": ""4 stars"", ""Check-out time"": ""12:00 PM"", ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Polished, upscale rooms & suites with smart tablet controls & flat-screens, plus a cafe & a bar.",ChIJHaYIQSWjj4ARp8advuAcYoo,info@parkjames.com,,,,,,,,,+1 650-304-3880,6503043880,16503043880,https://www.facebook.com/parkjameshotel/,https://www.instagram.com/theparkjames,,https://twitter.com/parkjameshotel,Oak + Violet | Park James Hotel,"Feast on fresh ingredients at Oak + Violet, a farm to table restaurant with an outdoor patio bar inspired by fresh, hand-picked ingredients & local, California craft beers.",
"Summer camp for rent , 94574, California, USA",AutoCamp Russian River,https://autocamp.com/russian-river/?utm_source=gmb,"Campground, Hotel",hotels,+1 855-942-0792,"14120 Old Cazadero Rd, Guerneville, CA 95446",Guerneville,4.6,"https://search.google.com/local/reviews?placeid=ChIJOd8th18fhIAR5WcNJMTFRS0&q=Summer+camp+for+rent+,+94574,+California,+USA&authuser=0&hl=en&gl=US",1457.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WJe4Izh9gyGpKx-vxGW4R_g4rtED351xsuwPoFjh7xLbHI8PvXKPogDfdrR9CKc579brcTMhdtJTKX1Hlcp8oLXSTgClcVXcVC0US481PQ86KJXFm5uej78BvWOK2pSraMw_oKlGdqH2ao6x58d95quVD5M6-tly-f0Q8beRNLmSKlmfM-9ENeSKA=w800-h500-k-no,"{""Other"": {""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Breakfast"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""10:00 AM"", ""Check-in time"": ""4:00 PM"", ""LGBTQ+ friendly"": true}, ""Amenities"": {""Free Wi-Fi"": true}}","Trendy Airstream trailers, cabins & fixed tents in a woodsy-chic property offering a bar.",ChIJOd8th18fhIAR5WcNJMTFRS0,anjali@autocamp.com,anjali agarwal,Chief Operating Officer,khara@autocamp.com,Katie Hara,"Director Of People, Culture",dominick@autocamp.com,dominick collicco,Director Of Operational Accounting,18884057553,15555555544,8552031518,https://www.facebook.com/autocamp/,https://www.instagram.com/autocamp,http://linkedin.com/company/autocamp,https://twitter.com/theautocamp,AutoCamp Luxury Airstreams | Outdoor Glamping Experience,"Luxury glamping in iconic outdoor destinations! Visit us in Joshua Tree, Russian River, Yosemite, Sequoia, Zion, Catskills, Asheville, Hill Country & Cape Cod.",
"Mountain lodges with event space, 94574, California, USA",Wine Country Inn & Cottages Napa Valley,https://www.winecountryinn.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocal-listing,"Hotel, Cottage, Inn",hotels,+1 707-963-7077,"1152 Lodi Ln, St Helena, CA 94574",St Helena,4.5,https://search.google.com/local/reviews?placeid=ChIJBfEWKvVahIARvqqG-osJ7SM&q=*&authuser=0&hl=en&gl=US,681.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WIWT8oePHLEP5porT4G5V41ZiZO2UftrFemU9GBorD3z1enxB4zlZuZ0-r7eC7uiXHTSh8vt53fEELwZHIYE3EbEtiIkPNrYk_JX3ZQtmzg1UpP4uVkVotr8H9FlGQt8y7c8PaOoqJn7L56ffsDrHDf1qETAonRzn0QDG6rEFjGSemrqCMn-pMj=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free breakfast"": true, ""Free Wi-Fi"": true, ""Star rating"": ""4 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM"", ""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}","Polished B&B featuring vineyard views, plus an outdoor pool, wine tastings & a terrace.",ChIJBfEWKvVahIARvqqG-osJ7SM,jim.smith@winecountryinn.com,Jim Smith,Owner,sanjaymistry@winecountryinn.com,Sanjay Mistry,Owner,sunny.patel@winecountryinn.com,Sunny Patel,Owner,,,,https://www.facebook.com/WineCountryInn,,,,Wine Country Inn and Cottages Napa Valey | Saint Helena Hotels,"Set adjacent to a vineyard, Wine Country Inn & Cottages Napa Valley offers its guests wonderfully comfortable and authentic hotel in beautiful St. Helena.",
"Glamping sites with cabins, 94558, California, USA",Markley Cove Resort,http://www.markleycove.com/,Resort hotel,hotels,+1 707-966-2134,"7521 CA-128, Napa, CA 94558",Napa,4.6,"https://search.google.com/local/reviews?placeid=ChIJgXf5DEtxhYAR9kKNemIDrWE&q=Glamping+sites+with+cabins,+94558,+California,+USA&authuser=0&hl=en&gl=US",245.0,https://lh5.googleusercontent.com/p/AF1QipNEZ0TExM07XdkQKQSTvOdvJMSULB2O5fHzmc6e=w800-h500-k-no,"{""Other"": {""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Wi-Fi"": true, ""Star rating"": null, ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Low-key lakefront resort offering casual wood-paneled cabins with kitchens, plus boat dock access.",ChIJgXf5DEtxhYAR9kKNemIDrWE,info@markleycoveresort.com,,,,,,,,,17079662134,,,https://www.facebook.com/markleycove/,https://www.instagram.com/markleycove_resort,,https://twitter.com/MarkleyCove,Markley Cove | Resort on Lake Berryessa,,
"Mountain lodges with event space, 94022, California, USA",Four Seasons Hotel Silicon Valley at East Palo Alto,https://www.fourseasons.com/siliconvalley/?utm_source=google,"Hotel, Resort hotel, Wedding venue",hotels,+1 650-566-1200,"2050 University Ave, East Palo Alto, CA 94303",East Palo Alto,4.6,"https://search.google.com/local/reviews?placeid=ChIJHwrwc267j4ARzL19hHde-mM&q=Mountain+lodges+with+event+space,+94022,+California,+USA&authuser=0&hl=en&gl=US",1947.0,https://lh5.googleusercontent.com/p/AF1QipPv6LZ8KTb8iFkIsioF74UeHZ-l-M9IRZlN8NaO=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Spa"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Star rating"": ""5 stars"", ""Check-out time"": ""12:00 PM"", ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Chic rooms & suites, some with mountain views, plus a rooftop pool, modern Italian dining & a spa.",ChIJHwrwc267j4ARzL19hHde-mM,tim.powers@fourseasons.com,Tim Powers,Director Of Sales And Marketing,chris.gleeson@fourseasons.com,Chris Gleeson,Director Of Marketing,amelia.wehr@fourseasons.com,Amelia Wehr,Special Events Manager,18776879699,390942613111,15044345100,http://www.facebook.com/FourSeasonsHotelRiyadh,https://www.instagram.com/fourseasons,https://www.linkedin.com/company/four-seasons-hotels-and-resorts/,https://twitter.com/intent/,Luxury Private Jet Vacations | World Tour Packages | Four Seasons,"Four Seasons invites you to travel the globe aboard the custom-designed Four Seasons Jet, enjoying personalized itineraries & exceptional service throughout.",
"Outdoor wedding venues with lodge, 94574, California, USA",Inn St Helena,https://www.innsthelena.com/,"Hotel, Bed & breakfast, Inn, Lodge, Vacation home rental agency",hotels,+1 707-963-3003,"1515 Main St, St Helena, CA 94574",St Helena,4.8,"https://search.google.com/local/reviews?placeid=ChIJQ9KarZlQhIARSJbyjYLW4dM&q=Outdoor+wedding+venues+with+lodge,+94574,+California,+USA&authuser=0&hl=en&gl=US",267.0,https://lh5.googleusercontent.com/p/AF1QipNGLULOLKBjaX5DldpE5kY_dNu9XmL8CcYTaKwk=w800-h500-k-no,"{""Other"": {""Free parking"": true, ""Free breakfast"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}","Polished rooms in a Victorian-style B&B offering evening wine socials, plus a porch & a garden.",ChIJQ9KarZlQhIARSJbyjYLW4dM,frontdesk@innsthelena.com,,,,,,,,,7079633003,,,https://www.facebook.com/innsthelena,https://www.instagram.com/innsthelena,,,Inn St. Helena | BnB in Napa Valley,,
"Cabin rentals with bunk beds, 94573, California, USA",The Village at Palisades Tahoe Hotel,https://www.palisadestahoe.com/plan-your-visit/lodging,"Hotel, Indoor lodging, Resort hotel",hotels,+1 530-584-1000,"1750 Village East Rd, Olympic Valley, CA 96146",Olympic Valley,4.5,"https://search.google.com/local/reviews?placeid=ChIJ2-fhhezZm4ARSfbIwsu-tZg&q=Cabin+rentals+with+bunk+beds,+94573,+California,+USA&authuser=0&hl=en&gl=US",1382.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WJPSc0ZH62olq3LOeMhWrMMXbt-V82rkGR0B4o_W4yZm_xrUNc802VGvAb_MjxfGqjPagfxWs2j4FVCahAc3P_u6UlzUR4O6tvBB8JrBHiGNhsGmnp810jFMz4xrbVUTTPEMg5vpNtplua9vPUqBOG3RXC6hiBXyG-cNHXAKiJi4bvaWDYRg_Xk=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Spa"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Cozy rooms & refined apartment-style suites featuring high-end furnishings, plus an on-site spa.",ChIJ2-fhhezZm4ARSfbIwsu-tZg,yoga@palisadestahoe.com,,,tking@palisadestahoe.com,,,kcooksey@palisadestahoe.com,,,,,,https://www.facebook.com/palisadestahoe/,,,,,,
"Outdoor wedding venues with lodge, 94574, California, USA",Vineyard Country Inn,http://www.vineyardcountryinn.com/,Hotel,hotels,+1 707-963-1000,"201 Main St, St Helena, CA 94574",St Helena,4.6,"https://search.google.com/local/reviews?placeid=ChIJo8E8A8ZQhIARf9j8tobRGI4&q=Outdoor+wedding+venues+with+lodge,+94574,+California,+USA&authuser=0&hl=en&gl=US",208.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WIeLmtC09BBxqgg1OHpCUfKHRO0WeweZygJvYp51-_xTTDuYTNb95DJm27RgKYRxXU0pZorbOXxctDS2ew40RTWb2GebXRJNbo6CSOmGaJa3hnNFeRuIFukgFfIWdk4fk82TaneNxfB4dE9emknt6iwBkEyTu94c4HHqtgREhmdGDAcKJU6vXQ=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free breakfast"": true, ""Air-conditioned"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free breakfast"": true}}","Cozy suites with fireplaces in a warm, country-style B&B set on a vineyard, plus an outdoor pool.",ChIJo8E8A8ZQhIARf9j8tobRGI4,info@vineyardcountryinn.com,,,reservations@vineyardcountryinn.com,,,manager@vineyardcountryinn.com,Nima Moeel,,1,17079631000,14159215800,,https://www.instagram.com/vineyard_inn,http://www.linkedin.com/company/3910364,,Vineyard Country Inn,,
"Cabin rentals with bunk beds, 94562, California, USA",Mill Creek Resort,http://www.millcreekresort.net/,"Resort hotel, Campground, RV park",hotels,+1 530-595-4449,"40271 CA-172, Mill Creek, CA 96061",Mill Creek,4.7,"https://search.google.com/local/reviews?placeid=ChIJzcBVe2hRnYAReDbRa4DKqFU&q=Cabin+rentals+with+bunk+beds,+94562,+California,+USA&authuser=0&hl=en&gl=US",246.0,https://lh5.googleusercontent.com/p/AF1QipNukAogF5Z9JNmSOpnbQWcQL-ZGAJ-or38fkspZ=w800-h500-k-no,"{""Other"": {""Free parking"": true, ""Kitchen"": true, ""Pet-friendly"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""11:00 AM""}}","Rustic 1- & 2-bedroom cabins with kitchens, plus a restaurant, a convenience store & a playground.",ChIJzcBVe2hRnYAReDbRa4DKqFU,bkaspar@millcreekresort.net,bryce kaspar,General Manager,msoddy@millcreekresort.net,michelle soddy,Owner,rmast@millcreekresort.net,richards mast,Senior Vice President And General Manager,15305954449,,,https://www.facebook.com/millcreeklassen,https://www.instagram.com/millcreekresort,http://www.linkedin.com/company/4018815,,Mill Creek Resort,"At Mill Creek Resort, we offer cabin rentals, camping, and glamping stays
as well as a venue space for weddings, retreats, and reunions. Located just
15 minutes from Lassen Volcanic National Park.",
"Mountain lodges with event space, 94965, California, USA",Cavallo Point Lodge,https://www.cavallopoint.com/?utm_source=google-gmb,"Resort hotel, Massage spa",hotels,+1 415-787-4717,"601 Murray Cir, Sausalito, CA 94965",Sausalito,4.6,"https://search.google.com/local/reviews?placeid=ChIJi3J-pCWEhYARxYRB_BqquOA&q=Mountain+lodges+with+event+space,+94965,+California,+USA&authuser=0&hl=en&gl=US",1836.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WK1i6Ok65WWcX4j7gu1wuaH-VdTZ-491jHZn8FRXIDW8LIHFTLYt2INxJi2fQxBTJLGMCc_7lMYxZWo-uI6lQpmXVm_UO8YzYpffc5IwBPoF7Qo6pR_amGAu38UVm_wck90_W3rS-Hu5qK7TsYYkGnJB8PKA9PtC0YxG6Dvk-Yiapav5lkoZ-VT=w800-h500-k-no,"{""Other"": {""Spa"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""4 stars"", ""Check-out time"": ""12:00 PM"", ""Check-in time"": ""4:00 PM"", ""LGBTQ+ friendly"": true}, ""Amenities"": {""Free Wi-Fi"": true}}","Sophisticated rooms & suites, plus a spa, yoga classes, a cocktail bar & an acclaimed restaurant.",ChIJi3J-pCWEhYARxYRB_BqquOA,alex@cavallopoint.com,Alex Hernandez,Restaurant Manager,jessica@cavallopoint.com,Jessica Winthrop,Catering Manager,tim@cavallopoint.com,Tim Johnson,Human Resources Director,14153394700,14153394792,1.888.651.2003,http://www.facebook.com/CavalloPoint,https://www.instagram.com/cavallopoint,http://www.linkedin.com/company/1730754,http://www.twitter.com/CavalloPoint,Cavallo Point San Francisco | Book Direct For Best Price,"Nestled at the foot of the Golden Gate Bridge, Cavallo Point offers exceptional activities, inspired amenities, and luxury lodging in the San Francisco Bay Area.",
"Outdoor wedding venues with lodge, 94558, California, USA",Carneros Resort and Spa,http://www.carnerosresort.com/,"Resort hotel, Bar, Boutique, Brunch restaurant, Coffee shop, Hotel, Market, Massage spa, Restaurant, Spa",hotels,+1 866-860-2328,"4048 Sonoma Hwy, Napa, CA 94559",Napa,4.6,"https://search.google.com/local/reviews?placeid=ChIJ6_h3N-AHhYARlez7x1w_DXI&q=Outdoor+wedding+venues+with+lodge,+94558,+California,+USA&authuser=0&hl=en&gl=US",3187.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WK20CYPC4Ov5AT0g_JdMg4WPryX7PN2ufb7cHqw4oYVC6sQzyoe2XAYyLZR7-JpTCtEfRNOzu6eHh7aKCHz67iUnyJljDYz-BDYQh3l1NA9iqoaEw6LMOLg7mtbSNYz3FXAjeW85oA6C-433sO5eC1Pqj46F_fev2nLx5D7W1LXtLw7XeAfRvZy=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Spa"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Star rating"": ""4 stars"", ""Check-out time"": ""12:00 PM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Posh cottages with private patios & fireplaces, plus 2 pools, a spa & a fitness center.",ChIJ6_h3N-AHhYARlez7x1w_DXI,rmorrow@carnerosresort.com,Rodney Morrow,Director Of Sales And Marketing,bshimer@carnerosresort.com,Bob Shimer,Director Of Human Resources,ecosta@carnerosresort.com,Ed Costa,Managing Director,,,,https://www.facebook.com/carnerosresort,,http://www.linkedin.com/company/45358,https://www.twitter.com/carnerosresort,Carneros Resort™ a Luxury Napa Spa Resort In Wine Country,"Stay at the best luxury resort in Napa. Carneros Resort and Spa is a relaxed and authentic Napa Valley escape. Surrounded by rolling vineyards, guests are invited to experience Napa luxury in stylish cottages and vacation homes featuring elevated amenities that capture wine country’s distinct charm.","resort, napa, hotel, luxury, spa, accommodations, cottages, sonoma, inn, vineyards, top, best"
"Outdoor wedding venues with lodge, 95448, California, USA",The Madrona,https://themadronahotel.com/%3Futm_source%3Dgbp%26utm_medium%3Dorganic,Hotel,hotels,+1 707-395-6700,"1001 Westside Rd, Healdsburg, CA 95448",Healdsburg,4.9,https://search.google.com/local/reviews?placeid=ChIJN8azCEEXhIARiuhZrZauivY&q=*&authuser=0&hl=en&gl=US,205.0,https://lh5.googleusercontent.com/p/AF1QipOSUxgsejplBfJprSsLyzLHR90kgJcQPhiJQ-EJ=w800-h500-k-no,"{""Other"": {""Free Wi-Fi"": true, ""Wi-Fi"": true, ""Star rating"": null}, ""Amenities"": {""Free Wi-Fi"": true}}",,ChIJN8azCEEXhIARiuhZrZauivY,concierge@themadronahotel.com,,,reservations@themadronahotel.com,,,ljoule@themadronahotel.com,,,707.395.6700,,,,https://www.instagram.com/themadrona,,,"The Madrona | Boutique Hotel in Healdsburg, CA","Located in the Sonoma Valley town of Healdsburg, The Madrona features an award winning restaurant and breathtaking views of California's Wine Country.",
